Semester,Jenis,Program,Judul,Pembimbing
2021/2022-1,Skripsi,Teknik Elektro Reguler,Studi Perancangan Sistem Solar PV Sebagai Pembangkit Listrik Utama Pada Keramba di Danau Toba,"Dr.Eng. Arief Udhiarto, S.T.,M.T.,IPM."
2021/2022-1,Skripsi,Teknik Biomedik,"Pengaruh Penambahan F-MWCNT, F-Graphite dan Graphene Oxide Terhadap Karakteristik Biokompatibilitas Perancah Rekayasa Jaringan Tulang Berbasis Hydroxyapatite/Hyaluronic Acid/Chitosan","Siti Fauziyah Rahman,"
2021/2022-1,Skripsi,Teknik Elektro Reguler,Modifikasi Arsitektur Deep Convolutional Generative Adversarial Network (DCGAN) untuk Oversampling Data Tabel serta Pengaruhnya terhadap Performa Deteksi Anomaly-Based Network Intrusion Detection System (ANIDS),"Dr. Ir. Muhamad Asvial, MEng."
2021/2022-1,Skripsi,Teknik Elektro Reguler,"Simulasi Dan Analisis Efektivitas Path planning Berbasis Artificial Potential Field Dengan Algoritma Virtual Obstacle, Artificial Goals, Dan Goal Based Potential Field.","Dr. Abdul Halim, M.Eng."
2021/2022-1,Skripsi,Teknik Elektro Internasional,General Strategy Roadmap with OKR Framework to Push Indonesia’s National Solar Power Plants’ Capacity Up to 3.6 GW by 2025,"Dr.-Ing Eko Adhi Setiawan,"
2021/2022-1,Skripsi,Teknik Elektro Paralel,Optimasi Hybrid Deep Learning untuk Mendeteksi Serangan Botnet pada SIstem IoT,"Ajib Setyo Arifin, Ph.D."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Pengembangan Framework Grammar Error Correction Bahasa Indonesia Menggunakan Gated Recurrent Unit,"Ajib Setyo Arifin, Ph.D."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Analisa Aliran Daya dan Setting Koordinasi Rele Proteksi pada Sistem Tenaga Listrik PT. Asahimas Flat Glass Cikampek Jawa Barat Menggunakan Software ETAP Power Station 12.6 dan MELSHORT 2.,"Ir. I Made Ardita Y, M.T."
2021/2022-1,Skripsi,Teknik Elektro Reguler,Metode Reduksi Harmonisa Menggunakan Prinsip Transformator Pergeseran Fasa,"Ir. I Made Ardita Y, M.T."
2021/2022-1,Skripsi,Teknik Biomedik,Studi Model Pressure Swing Adsorbtion pada Konsentrator Oksigen dengan Metode Finite Element,"Tomy Abuzairi,"
2021/2022-1,Skripsi,Teknik Biomedik,Optimasi Parameter Konsentrator Oksigen dalam Proses Pressure Swing Adsorption Menggunakan Simulasi Perangkat Lunak,"Tomy Abuzairi,"
2021/2022-1,Skripsi,Teknik Biomedik,Karakterisasi Fisika-Kimia dari Perancah Berbahan Dasar Karbon/ Hidroksiapatit/ Fibrin untuk Mempercepat Regenerasi Tulang,"Siti Fauziyah Rahman,"
2021/2022-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Prototipe Generator Fluks Aksial Magnet Permanen dengan Inti Udara,"Aji Nur Widyanto, ST., MT."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Perancangan dan Implementasi Sistem Pengukuran Karakteristik Radiasi Antena Secara Otomatis,"Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2021/2022-1,Skripsi,Teknik Biomedik,Studi Biokompatibilitas dari Perancah Berbahan Dasar Karbon/ Hidroksiapatit/ Fibrin untuk Mempercepat Regenerasi Tulang,"Siti Fauziyah Rahman,"
2021/2022-1,Skripsi,Teknik Elektro Internasional,Analisis Perbandingan Tekno-Ekonomi Konfigurasi On-Grid dan Hybrid Sistem PV Terhadap Beban Residensial di Jakarta,"Ir. I Made Ardita Y, M.T."
2021/2022-1,Skripsi,Teknik Biomedik,Ekstraksi Kolagen dan Hidroksiapatit dari Produk Sampingan Tuna untuk Perancah Tulang,"Siti Fauziyah Rahman,"
2021/2022-1,Skripsi,Teknik Komputer,Analisis Sistem Pengenalan Wajah Menggunakan Pembelajaran Deep Learning Arsitektur Resnet-50 dan VGG16 Untuk Sistem Absensi Secara Real-Time,"Dr. Ir. Dodi Sudiana, M.Eng."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Sistem Pengenalan Suara menggunakan Metode DeepSpeech Architecture pada Komunikasi Radio VHF bagi Petugas Kapal Tanker di Pelabuhan Laut,"Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2021/2022-1,Skripsi,Teknik Biomedik,Rancang Bangun Thermal Camera Berbasis Sensor Suhu Infrared Menggunakan MLX90614 dan AMG8833,"Tomy Abuzairi,"
2021/2022-1,Skripsi,Teknik Komputer,Implementasi Teknologi LSB Image Steganography dan RSA Public Key Cryptography pada Blockchain Untuk Sistem Electronic Voting,"Dr. Ir. Dodi Sudiana, M.Eng."
2021/2022-1,Skripsi,Teknik Komputer,Implementasi Sistem Mitigasi Keamanan Port Blocking Dan Sistem Pemantauan Dengan Lapisan Aplikasi Dalam Analisis Arsitektur Data Center Berbasis Software Defined Networking,"Dr. Ruki Harwahyu, ST. MT. MSc."
2021/2022-1,Skripsi,Teknik Biomedik,Sensor Elektrokimia Glukosa Berbasis Elektroda Pasta Karbon Modifikasi Komposit Seng Oksida,"Siti Fauziyah Rahman,"
2021/2022-1,Skripsi,Teknik Biomedik,"Pengaruh Penambahan Graphite, Graphene Oxide, Dan Carbon Nanotube Terhadap Karakteristik Fisikokimia Perancah Chitosan/Hyaluronic Acid/Hydroxyapatite Untuk Aplikasi Rekayasa Jaringan","Siti Fauziyah Rahman,"
2021/2022-1,Skripsi,Teknik Biomedik,Sensor Elektrokimia Glutamat Berbasis Elektroda Glassy Carbon Modifikasi Nikel Oksida,"Siti Fauziyah Rahman,"
2021/2022-1,Skripsi,Teknik Biomedik,Rancang Bangun Generator Ozon Berbasis Teknologi Plasma Sebagai Sterilisator Terhadap Bakteri Staphylococcus aureus,"Tomy Abuzairi,"
2021/2022-1,Skripsi,Teknik Elektro Reguler,Analisa Potensi Implementasi Battery Energy Storage System (BESS) Sebagai Load Shifting Untuk Menurunkan Biaya Energi Pada Sistem Jawa-Bali,"Prof. Dr. Ir. Rudy Setiabudy, DEA"
2021/2022-1,Skripsi,Teknik Elektro Reguler,Analisis Tekno Ekonomi Pengembangan Bisnis berbasis Listrik Mandiri: Peternakan Terintegrasi dengan Black Soldier Fly menggunakan Solar Photovoltaic di Gondang Wonosobo Jawa Tengah,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2021/2022-1,Skripsi,Teknik Biomedik,Rancang Bangun Prototipe Sisitem Pemanas dan Kuantifikasi Intensitas Fluoresens dalam Aplikasi Loop-Mediated Isothermal Amplification (LAMP),"Tomy Abuzairi,"
2021/2022-1,Skripsi,Teknik Komputer,Rancang Bangun Sistem Pendeteksi Emosi pada Kalimat Sastra dalam Bahasa Indonesia dengan Convolutional Neural Network (CNN) dan Long Short-Term Memory (LSTM),"Dr. Prima Dewi Purnamasari, ST MT MSc"
2021/2022-1,Skripsi,Teknik Biomedik,Deteksi COVID-19 dan Tingkat Keparahannya dari Citra X-ray Dada Menggunakan Model Transfer Learning Convolutional Neural Network Xception dan EfficientNetB3,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-1,Skripsi,Teknik Biomedik,Metode Ekstraksi Nilai Detak Jantung Janin dari Data EKG Perut Ibu Hamil Menggunakan Algoritma Fast Fourier Transform dan Moving Average Filter,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-1,Skripsi,Teknik Biomedik,Pengembangan metode deteksi glaukoma dengan transfer learning arsitektur Inception-v3 dan ResNet50 berbasis citra fundus,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Audit Pencahayaan dan Evaluasi pada Ruangan Kelas yang di Gunakkan pada TK Al Mardiyah selama Pandemi Covid 19,"Ir. Amien Rahardjo, MT."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Audit Sistem Pencahayaan pada Bangunan Perkantoran,"Ir. Amien Rahardjo, MT."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Perancangan Pembangkit Listrik Tenaga Surya On-Grid Pada Apartemen,"Ir. Amien Rahardjo, MT."
2021/2022-1,Skripsi,Teknik Biomedik,Desain Vaksin Streptococcus pneumoniae Menggunakan Pneumolysin sebagai Antigen dengan Pendekatan Bioinformatika,"Nur Imaniati Sumantri,"
2021/2022-1,Skripsi,Teknik Biomedik,Perbandingan Efikasi Metode Sterilisasi UV-C dan Ozon terhadap Pseudomonas aeruginosa secara In Vitro,"Nur Imaniati Sumantri,"
2021/2022-1,Skripsi,Teknik Biomedik,Perbandingan Efikasi menggunakan Metode Sterilisasi UV-C dan Ozon terhadap Staphylococcus aureus secara In Vitro,"Nur Imaniati Sumantri,"
2021/2022-1,Skripsi,Teknik Biomedik,Uji Aktivitas Antibakteri Senyawa Bakteriosin Terhadap Bakteri Penyebab Infeksi Mulut Porphyromonas gingivalis dan Streptococcus sanguinis Secara In Silico,"Nur Imaniati Sumantri,"
2021/2022-1,Skripsi,Teknik Biomedik,Aplikasi Diagnosis Lesi Kulit Otomatis dengan Menggunakan Transfer Learning Arsitektur EfficientNet,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-1,Skripsi,Teknik Komputer,Pengembangan Algoritma Generative Adversarial Networks untuk Generasi Citra Wajah Masyarakat Indonesia dari Citra Sketsa Wajah,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Desain Sistem Pemantauan dan Pengontrolan Multiple Greenhouses berbasis IoT menggunakan ThingSpeak,"Taufiq Alif Kurniawan, MSc.Eng"
2021/2022-1,Skripsi,Teknik Biomedik,Desain Vaksin Virus SARS-CoV-2 Varian Alpha dan Beta Berbasis Epitop dengan Pendekatan Imunoinformatika,"Nur Imaniati Sumantri,"
2021/2022-1,Skripsi,Teknik Elektro Reguler,Analisis Perkiraan Kadar Air Pada Minyak Transformator Terhadap Kuat Dielektrik Berdasarkan Hasil Pengukuran Tegangan tembus dengan Studi Kasus pada Transformer PT. Pertamina Geothermal Energy area Kamojang.,"Ir. Agus R. Utomo, M.T."
2021/2022-1,Skripsi,Teknik Elektro Reguler,"Studi Komparasi Kondisi Minyak Transformator Menggunakan Hasil Uji DGA Berdasarkan Metode TDCG, Roger’s Ratio, Doernenburg Ratio dan Duval Triangle","Ir. Agus R. Utomo, M.T."
2021/2022-1,Skripsi,Teknik Elektro Reguler,Optimasi Penyediaan Baterai untuk Memaksimalkan Produksi Energi PLTS di Pulau Sebira Kepulauan Seribu,"Ir. Agus R. Utomo, M.T."
2021/2022-1,Skripsi,Teknik Elektro Paralel,Studi Pengaruh Sudut Kemiringan Modul Photovoltaic Terhadap Produksi Energi Sistem Pembangkit Listrik Tenaga Surya 50 kWp Di Wilayah Indonesia Timur,"Ir. Agus R. Utomo, M.T."
2021/2022-1,Skripsi,Teknik Biomedik,Rancang Bangun Sistem Terapi Dingin Lutut Menggunakan Modul Termoelektrik,"Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Evaluasi Metode Aproksimasi dan Reduksi Fungsi Alih Orde Fraksi,"Dr. Abdul Halim, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Internasional,Seleksi Desain Liquid Control Valve pada Gas-Oil Separator,"Dr. Abdul Halim, M.Eng."
2020/2021-2,Skripsi,Teknik Komputer,Rancang Bangun Mekanisme Know Your Customer Dengan Menggunakan Blockchain Pada Proses Pengajuan Kredit Usaha Rakyat di Indonesia,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Sistem Manajemen Rantai Pasok Makanan Halal Berbasis Web dan Blockchain Menggunakan Jaringan Publik Rinkeby Ethereum,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Desain Pengendali Sistem Adaptive Cruise Control dengan Lane Change Assistance Menggunakan Model Predictive Control Untuk Model Dinamik Roda Empat,"Dr. Ir. Aries Subiantoro, M. SEE"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Desain Pengendali MPC Non Linier Pada Model Quadrotor Untuk Pengendalian Trajectory Tracking,"Dr. Ir. Aries Subiantoro, M. SEE"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Desain Pengendali MPC untuk Suspensi Aktif dengan Full-Car Model,"Dr. Ir. Aries Subiantoro, M. SEE"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Perancangan Kendali Konsensus dan Formasi Quadcopter dalam Sistem Multi-agent Menggunakan Pengendali Prediktif Terdistrbusi,"Dr. Ir. Aries Subiantoro, M. SEE"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Desain Pengendali Sistem Adaptive Cruise Control dan Lane Keeping Assistance pada Model Dinamik Roda Empat dengan Menggunakan Model Predictive Control,"Dr. Ir. Aries Subiantoro, M. SEE"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Evaluasi Kinerja Metode Tuning Pengendali Fractional Order PID (FO-PID) dengan Pendekatan FO-PI dan FO-PD pada Motor DC dan Pendulum Terbalik,"Dr. Abdul Halim, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Analisis Model Dinamik Quadcopter Melalui Analisis Ruang Keadaan Menggunakan Data Penerbangan Sebelumnya,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Analisis Performa Detektor Objek Satu Langkah Menggunakan Deep Learning untuk Pelacakan Manusia pada Simulasi Gazebo,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Sistem Kendali Berbasis Direct Inverse Control dan Single Neuron PID pada Pressure Process Rig dalam Simulasi Hardware-in-the-Loop,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sistem Rekognisi Wajah Tiga Dimensi menggunakan Model Faster R-CNN ResNet50 dan SSD MobileNetV2,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Deteksi dan Analisis Objek Citra Termal Menggunakan Single Shot Detector dengan TensorFlow,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2020/2021-2,Skripsi,Teknik Komputer,Augmented Reality Server Application: Rancang Bangun Aplikasi Augmented Reality Multi Pengguna Berbasis Web,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Sistem Informasi Internet of Things dengan Augmented Reality Berbasis Edge Computing untuk membantu Reparasi Perangkat,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2020/2021-2,Skripsi,Teknik Komputer,Arsitektur Smart Vehicle Sebagai Solusi Parkir dan Transportasi dalam Mendefinisikan Perilaku Berkendara Manusia,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2020/2021-2,Skripsi,Teknik Komputer,Pemantau Kondisi Jalanan dan Pergerakan Kendaraan untuk Smart City,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2020/2021-2,Skripsi,Teknik Komputer,Analisis Kinerja Open Source Intrusion Prevention System (IPS) Terhadap Serangan Denial of Service (DoS) pada Sistem Operasi Windows 10,"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-2,Skripsi,Teknik Komputer,Analisis Evaluasi Intrusion Detection Systems Snort dan ZEEK Terhadap Serangan Siber pada Jaringan Berbasis Virtual Machine,"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Penilaian Kinerja Kendaraan dengan Machine Learning,"Dr. Abdul Muis, ST. MEng."
2020/2021-2,Skripsi,Teknik Komputer,Evaluasi Performa dan Rancang Bangun IoT Berbasis Teknologi LoRa Menggunakan Arsitektur Simple LoRa Protocol,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Elektro Internasional,Studi Literatur Horus Sebagai Pemindaian Laser 3D Open-Source,"Dr. Abdul Muis, ST. MEng."
2020/2021-2,Skripsi,Teknik Komputer,Evaluasi Simulasi Praktikum Teknik Komputer berbasis Virtual Reality,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sistem Pemantauan Kualitas Udara dan Inventaris Barang pada Gudang Penyimpanan Pakaian Berbasis Internet of Things (IoT),"Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun Simulasi Design Interior Berbasis Virtual Reality dan Mixed Reality,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Komputer,ANALISIS DAN EVALUASI PERBANDINGAN KINERJA SISTEM DETEKSI INTRUSI SNORT DAN SURICATA PADA PLATFORM pfSense,"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-2,Skripsi,Teknik Komputer,Analisis Pengaruh Metode Preprocessing dalam Perancangan Anomaly Based Intrusion Detection System Menggunakan Logistic Regression pada NSL-KDD Dataset,"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-2,Skripsi,Teknik Komputer,Rancang Bangun Sistem Pengenalan Kartu Mahasiswa Menggunakan OCR untuk Sistem Pendataan Mahasiswa yang Efisien,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Komputer,Evaluasi Sistem Pengenalan Gestur Tangan Secara Real-time untuk Elevator dengan Metode Transfer Learning,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Komputer,Analisis Autentikasi pada Sistem Keamanan Biometrika Face Anti-Spoofing dengan Menggunakan Pembelajaran Mesin Mendalam,"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-2,Skripsi,Teknik Komputer,Analisis Resiko dan Kerentanan pada Intrusion Detection System (IDS) Berbasis Docker Menggunakan Network Security Monitor (NSM),"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-2,Skripsi,Teknik Komputer,Sistem Pertahanan Terhadap Serangan Denial of Service (DoS) pada Lapisan Aplikasi Menggunakan Mekanisme Completely Automated Public Turing test to tell Computers and Humans Apart (CAPTCHA),"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Optimasi Penempatan Gateway LoRaWAN di Kampus UI Depok Untuk Smart Asset Tracking Dengan Metode Integer Linear Programming,"Ir. Gunawan Wibisono, M.Sc., Ph.D"
2020/2021-2,Skripsi,Teknik Komputer,Rancangan Kontrol Akses Berdasarkan Jenis Peran User pada Sistem Telemedicine Menggunakan Blockchain Ethereum,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Elektro Internasional,Analisa Tekno-Ekonomi dari Pengimplementasian Sistem Tenaga Surya pada Beban Residensial di Wilayah Kalimantan Barat,"Dr.-Ing Eko Adhi Setiawan,"
2020/2021-2,Skripsi,Teknik Elektro Internasional,Techno-economic Analysis of the Simulation of Agrophotovoltaics with Vertical Farming,"Dr.-Ing Eko Adhi Setiawan,"
2020/2021-2,Skripsi,Teknik Komputer,Implementasi dan Evaluasi Sistem Monitoring Pengukuran Energi Listrik berbasis Protokol Jaringan LoRaWAN,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Pengembangan Sistem Interkoneksi pada Dashboard Berbasis QTCreator untuk Pengawasan Kendaraan,"Dr. Abdul Muis, ST. MEng."
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Sistem Penyimpanan Data Peer-to-Peer Berbasis Inter-Planetary File System (IPFS) dengan Arsitektur Blockchain Menggunakan Ethereum,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Komputer,Implementasi Teknologi Blockchain Menggunakan Sistem Ethereum Cloud Nodes pada Perangkat IoT dengan Arsitektur Smart Home,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Sistem Desentralisasi Rekam Data Gambar Telemedicine Menggunakan Smart Contract pada Ethereum dengan Jaringan Tes Rinkeby,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Pendeteksian Jalan dan Implementasi Sistem Kemudi Otonom pada Differential Drive Robot,"Dr. Abdul Muis, ST. MEng."
2020/2021-2,Skripsi,Teknik Komputer,Rancang Bangun Sistem Konversi Hand-Drawn Web Wireframe Kedalam Bentuk HTML Dasar Struktural Berbasis Deep Learning,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Pengembangan Sistem Analisis Kenyamanan Kondisi Kendaraan Dengan Machine Learning,"Dr. Abdul Muis, ST. MEng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Pendeteksi Objek dengan Tampilan bird dan Evaluasi untuk Memandu Kendaraan Otonomous,"Dr. Abdul Muis, ST. MEng."
2020/2021-2,Skripsi,Teknik Elektro Internasional,Analisa Fisibilitas dan Teknologi-Ekonomi dari Sistem Surya Photovoltaic On Grid pada Beban Industri di Kalimantan Barat,"Dr.-Ing Eko Adhi Setiawan,"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Perbandingan Tegangan Ac dan Dc Terhadap Pengisian Baterai Lithium-Ion untuk Kendaraan Listrik,"Dr.-Ing Eko Adhi Setiawan,"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Analisis Citra Visual Menggunakan Aerial Camera untuk Mendeteksi Shading pada Modul PV Berbasis Image Processing,"Dr.-Ing Eko Adhi Setiawan,"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Perancangan Aplikasi Pendeteksian Hot Spot Pada Modul PV Berbasis Pengolahan Citra Digital,"Dr.-Ing Eko Adhi Setiawan,"
2020/2021-2,Skripsi,Teknik Elektro Internasional,Analisis Ekonomis dan Teknis Sistem Fotovoltaik yang Diimplementasikan di Mall Melalui Penggunaan Software HOMER Pro Versi 3.11.2,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2020/2021-2,Skripsi,Teknik Elektro Internasional,Analisis Implementasi Sistem Fotovoltaik dan Beban Listrik di Hotel Astana Kunti Seminyak dari segi Ekonomik dan Aspek Teknikal menggunakan Perangkat Lunak Aplikasi HOMER Pro 3.11.2,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Analisis Pengaruh Harmonisa Pada Transformator Distribusi Di Hari Kerja dan Hari Libur Pada Gedung Perkantoran,"Ir. Chairul Hudaya, ST, M.Eng, Ph.D, IPM"
2020/2021-2,Skripsi,Teknik Komputer,Sistem Keamanan Door Lock Menggunakan Autentikasi One Time Password Melalui Aplikasi Android Berbasis Mikrokontroler NodeMCU,"Dr. Yohan Suryanto, ST. MT."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Prototipe Termoelektrik Generator (TEG) Sebagai Pembangkit Listrik Mini,"Ir. Chairul Hudaya, ST, M.Eng, Ph.D, IPM"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Alat Pembangkit Tenaga Panas Buang pada Kompor Portabel dengan Air sebagai Pendingin,"Ir. Chairul Hudaya, ST, M.Eng, Ph.D, IPM"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Pemasangan Sistem Pembangkit Listrik Tenaga Surya Fotovoltaik di Pulau Binongko Sulawesi Tenggara menggunakan Perangkat Lunak HOMER,"Ir. Chairul Hudaya, ST, M.Eng, Ph.D, IPM"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Pengaruh Ketebalan Lapisan Emisif Alq3 Terhadap Performa Divais Organic Light Emitting Diode yang Difabrikasi Menggunakan Teknik Laminasi Tanpa Vakum,"Dr.Eng. Arief Udhiarto, S.T.,M.T.,IPM."
2020/2021-2,Skripsi,Teknik Komputer,Rancang Bangun Sistem Pemantauan Kondisi Aki pada Kendaraan Berbasis IoT,"Dr. Yohan Suryanto, ST. MT."
2020/2021-2,Skripsi,Teknik Komputer,Perancangan dan Implementasi Arsitektur Microservices Orchestration Pada Backend API Aplikasi Online Class Berbasis Web,"Dr. Yohan Suryanto, ST. MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Analisa Hubungan Kecepatan Charging dan Discharging Baterai Terhadap Sumber Powerbank,"Ir. Chairul Hudaya, ST, M.Eng, Ph.D, IPM"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Implementasi RFID pada Pulse Oximeter Sebagai Alternatif Modul Komunikasi Low Power,"Ajib Setyo Arifin, Ph.D."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Perancangan Skema Routing LoRaWAN untuk Efisiensi Energi,"Ajib Setyo Arifin, Ph.D."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Pengembangan Model Deep Learning Untuk Klasifikasi Keadaan Mata Menggunakan teknik Cascading MobileNet,"Ajib Setyo Arifin, Ph.D."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Desain Antena Mikrostrip untuk Aplikasi Synthetic Aperture Radar (SAR) dengan Polarisasi Sirkular,"Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Perancangan Miniaturisasi Antena Mikrostrip dengan CSRR dan DGS pada Frekuensi ISM 2.45 GHz,"Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Sistem Keamanan Password Manager dengan Time-based One Time Password (TOTP) pada Browser,"Prof. Dr.-Ing. Kalamullah Ramli, M. Eng"
2020/2021-2,Skripsi,Teknik Komputer,Pengembangan Metode Long Short-Term Memory (LSTM) Bayesian Network untuk Memprediksi Potensi Daya Angin Pembangkit Listrik Tenaga Bayu (PLTB),"Dr. Ir. Dodi Sudiana, M.Eng."
2020/2021-2,Skripsi,Teknik Komputer,Pengembangan Sistem Fisiognomi Otomatis Menggunakan Active Appearance Model dan Convolutional Neural Network,"Dr. Ir. Dodi Sudiana, M.Eng."
2020/2021-2,Skripsi,Teknik Komputer,"Perancangan Sistem Pengenalan Wajah Menggunakan Support Vector Machine (SVM), Logistic Regression, Multi-Layer Perceptron (MLP), Gaussian Naive Bayes, K-Nearest Neighbour (KNN), Decision Tree (DT), dan Convolutional Neural Network (CNN)","Dr. Ir. Dodi Sudiana, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Perancangan dan Simulasi Densitas Arus dan Parasitik pada Printed Circuit Board (PCB) Modular untuk Phase Shifted Full Bridge Converter,"Dr. Ir. Feri Yusivar, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun dan Analisa Performa Motor Induksi Tiga Fasa 120 kW 600 V,"Dr. Ir. Feri Yusivar, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,"Pemodelan, Simulasi, dan Analisa Kestabilan Static Inveter Tiga Fasa dengan Menggunakan Classic Two Loop PI Control","Dr. Ir. Feri Yusivar, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Analisis Kestabilan Sistem Rectifier Aktif dengan Metode Kendali Berorientasi Tegangan,"Dr. Ir. Feri Yusivar, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sistem Komunikasi Antar-Perangkat Elektronik pada Kendaraan Listrik Menggunakan Can-Bus dengan Mikrokontroler STM32,"Dr. Ir. Feri Yusivar, M.Eng."
